City	lat	lng	person	category	date	Street	Description	Color
Walsall	52.586214	-1.982919	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
West Bromwich	52.517664	-1.995159	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Lowstoft	52.481138	1.753449	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Nayland	51.972264	0.869817	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Sudbury	52.041047	0.726706	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Wickham Market	52.152667	1.363068	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Woodbridge	52.095481	1.312571	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Dorking	51.232202	-0.332378	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall, evening”	yellow
Farnham	51.214321	-0.798802	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Godalming	51.185732	-0.612808	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Guildford	51.23622	-0.570409	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Ham	51.435601	-0.322487	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Oxtead	51.255714	-0.000003	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Billinghurst	51.022909	-0.451462	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Brighton	50.82253	-0.137163	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Petworth	50.986701	-0.610724	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Rye	50.949708	0.73726	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Wivilsfield	50.971048	-0.093765	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Worthing	50.81787	-0.372882	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Henley in Arden	52.292549	-1.779866	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Kenilworth	52.349557	-1.58073	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Leamington	52.285191	-1.520079	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Southam	52.250505	-1.389719	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall, evening”	yellow
Stratford on Avon	52.19173	-1.708298	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall, evening”	yellow
Tamworth	52.633584	-1.691032	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Warwick	52.282316	-1.584927	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Marlborough	51.420073	-1.727062	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Swindon	51.555774	-1.779718	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Tisbury	51.063138	-2.079703	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Westbury	51.256659	-2.185772	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Bulford	51.190413	-1.756999	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Frome	51.230751	-2.320096	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Hindon	51.093602	-2.129113	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Broadway	52.035467	-1.854492	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Dudley	52.512255	-2.081112	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Leeds	53.800755	-1.549077	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Batley	53.717028	-1.635083	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cleckheaton	53.723048	-1.707525	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Gomersal	53.729406	-1.682883	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Heckmondwike	53.706976	-1.670679	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Kipping	53.790096	-1.852889	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Newton in Bowland	53.949573	-2.463164	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Otley	54.905825	-1.691786	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Settle	54.068246	-2.277655	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Skipton	53.96285	-2.016279	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Wibsey	53.769167	-1.784397	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Wilsden	53.823713	-1.859404	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Addingham	53.944549	-1.879299	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Northowram	53.740281	-1.831373	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Parak Nook	54.328281	-3.37712	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Stainland	53.671661	-1.883714	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Todmorden	53.716344	-2.098797	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Wike	53.877005	-1.490405	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Hopton	52.54597	1.727372	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Kirkheaton	53.660129	-1.726188	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Delph	53.567519	-2.021075	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cowick	53.681824	-1.002722	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Goole	53.702941	-0.876381	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Knottingley	53.707105	-1.243742	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Selby	53.783524	-1.067189	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Barnsley	53.55263	-1.479726	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Tickhill	53.432935	-1.109363	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Rotherham	53.432604	-1.363501	Moses Roper	Roper	 30 April 1838		“Independent Chapel”	yellow
Sheffield	53.381129	-1.470085	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Barton	52.185909	0.054103	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Beverley	53.841963	-0.435093	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Driffield	54.005996	-0.443377	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Gainsborough	53.400575	-0.774465	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Hull	53.745671	-0.336741	Moses Roper	Roper	 Between 1836 and 1848		“Independent Hall”	yellow
Frodlingham	53.594209	-0.655471	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Long Riston	53.860432	-0.289274	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Bransburton	53.91167	-0.304005	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Leven	56.19632	-2.996578	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Ayton	55.841988	-2.122696	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Appleton Wisk	54.437459	-1.397529	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Fasingwold	54.121441	-1.191874	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Egton	54.448889	-0.753408	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Guisbrough	54.536241	-1.049544	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Leyburn	54.309591	-1.826792	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Lofthouse	53.724989	-1.498485	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Malton	54.136836	-0.797897	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Middlesborough	54.574227	-1.234956	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llanberis	53.118033	-4.127549	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llansanan	53.178168	-3.596359	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Rhosllanaerchrugog	53.013057	-3.57852	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Rhydlydan	53.042058	-3.65578	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Ruthin	53.114873	-3.310311	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Saint George	51.209111	-4.120857	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Wern	52.936836	-4.169817	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Wrexham	53.04304	-2.992494	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Bagilit	53.267912	-3.174352	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Flint	53.248236	-3.13577	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Buckley Mountain	53.175913	-3.086062	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Foel	52.692682	-3.495113	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Harwd	53.718914	-2.400249	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Holywell	53.276009	-3.225103	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Mold	53.167203	-3.141903	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Bala	52.909911	-3.601584	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Barmouth	52.722873	-4.056092	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Brithdir	51.711158	-3.231727	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cynwyd Llandrillo	52.953253	-3.41232	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Corwen	52.980051	-3.369242	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Dinas	53.107137	-4.270416	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Dolgellau	52.74215	-3.8844	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Ffestiniog	52.992255	-3.916956	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Penegos	52.561962	-3.761393	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llanbrynmair	52.561962	-3.761393	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llanfair	53.224622	-4.197995	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llanfyllin	52.766235	-3.275786	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llanidloes	52.447794	-3.540195	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llansantfraid	52.773097	-3.159365	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cwmcamlas	51.938666	-3.5214	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Tynycoed	51.562724	-3.737042	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Ystradgunlais	51.779621	-3.753603	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cwmtatf Fechau	51.773508	-3.382685	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Abergwesin	52.159072	-3.676972	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Troed	51.712913	-3.345212	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Beulah	52.149268	-3.581297	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Builth	52.150023	-3.404592	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Gwenddwr	52.079754	-3.364446	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Corrigcadarn	51.509919	-0.155109	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Neuadd-lywd	51.797588	-3.753007	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Aberaeron	52.242793	-4.258162	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Capel yr Erw	52.119976	-4.040619	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Pilbach	52.100962	-4.470469	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llanbadarn	52.410101	-4.058818	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Talybont	51.896431	-3.290984	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Troed y rhiw	51.712913	-3.345212	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Aberystwith	52.415303	-4.08292	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Pen y Cae	51.810283	-3.677291	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cardigan	52.083703	-4.660864	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
St Clears	51.819341	-4.498791	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Fgynon bedr	52.114509	-4.08325	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Gibeon	51.49237	-0.116094	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Blaenyeoed	51.91699	-4.403293	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Capel Even	51.862514	-4.302488	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Castle Newydd	52.037442	-4.468711	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Landovery	51.997395	-3.797508	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Forfar	56.643558	-2.889062	Moses Roper	Roper	 Last week of June 1846		“United Secession/Relief Church or Hall”	yellow
Johnshaven	56.795146	-2.335959	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Montrose	56.706922	-2.466115	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Belford	55.59931	-1.828824	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Berwick	55.770242	-2.005395	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Chirnside Ayton	55.801765	-2.209192	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Coldstream	55.65132	-2.253399	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Eyemouth	55.869058	-2.091068	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Greenlaw	55.706534	-2.463809	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Kelso	55.600029	-2.432207	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
North Sunderland	55.576355	-1.667764	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Stockbridge	51.116603	-1.484301	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Cockburnspath	55.932112	-2.360664	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Wooler	55.54684	-2.012239	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Anstuther	56.22298	-2.700539	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Auchtermuchty	56.292291	-3.236092	Moses Roper	Roper	 11 June 1846		“United Secession/Relief Church or Hall”	yellow
Ceres	56.293481	-2.970137	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Crail	56.260551	-2.627591	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Cupar	56.320235	-3.010137	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dubbieside Leven	56.190428	-3.002691	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Fruechie	56.252252	-3.143903	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Pitlessie	56.274974	-3.070847	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
St Andrews	56.339775	-2.796721	Moses Roper	Roper	 26 October 1846		“United Secession/Relief Church or Hall”	yellow
Dairy	55.106801	-4.162555	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Douglas	55.557335	-2.847176	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dumfries	55.070859	-3.60512	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Lochmaben	55.129134	-3.441824	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Minuiehive	55.197793	-3.918472	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Moffat	55.335208	-3.440337	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Sanquhar	55.368078	-3.926828	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Thornhill	55.245949	-3.769113	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dundee	56.462018	-2.970721	Moses Roper	Roper	 15 June 1846		“United Secession/Relief Church or Hall”	yellow
Kirriemuir	56.675117	-3.003501	Moses Roper	Roper	 Last week of June 1846		“United Secession/Relief Church or Hall”	yellow
Newtyle	56.547192	-3.204329	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dunfermline	56.071741	-3.452151	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Kinross	56.206132	-3.4229	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Limekilns Dunfermline	56.034242	-3.479036	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Milnathort	56.22665	-3.421039	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Muckhart	56.187864	-3.613423	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dalkeith	55.893118	-3.066606	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dunbar	56.002087	-2.516737	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Edinburgh	55.953252	-3.188267	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Haddington	55.958674	-2.774864	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Leith	55.975528	-3.16651	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
North Berwick	56.058363	-2.719646	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Peebles	55.653071	-3.193642	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Tranent	55.94451	-2.954526	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Elgin	57.649454	-3.318485	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Forres	57.609791	-3.61998	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Inverness	57.477773	-4.224721	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Keith	57.543094	-2.951526	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Airdrie	55.866267	-3.962566	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Drymen	56.065488	-4.44996	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dumbarton	55.945287	-4.564554	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Glasgow	55.864237	-4.251806	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Inverary	56.231785	-5.07541	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Kirkintilloch	55.93924	-4.156166	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Newarthill	55.814803	-3.938536	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Pollockshaws	55.819074	-4.301123	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Glasgow	55.864237	-4.251806	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Strathaven	55.675627	-4.064323	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Ayr	55.458564	-4.629179	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Beith	55.753797	-4.631787	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Catrine Mauchline	55.504446	-4.329763	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Cumnock	55.453552	-4.265829	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dairy	54.281264	-6.055821		Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Girvan	55.240164	-4.854218	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Irvine	55.611567	-4.669636	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Kilmarnock	55.614719	-4.498792	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Maybole	55.35302	-4.679055	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Muirkirk	55.523464	-4.066397	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Newills	53.367892	-2.004771	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Saltcoats	55.637652	-4.78349	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Stewarton	55.679957	-4.513587	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Tarbolton	55.51224	-4.488156	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Troon	55.541332	-4.659948	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
West Kilbride	55.695149	-4.857158	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Largs	55.793335	-4.867278	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Kirkaldy	56.116825	-3.158137	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Leslie	56.200481	-3.214391	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Lochgelly	56.117808	-3.341369	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Biggar	55.623396	-3.523964	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Carnwath	55.701201	-3.62357	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Douglas	55.557335	-3.847176	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Bellingham	55.14578	-2.254156	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Greenock	55.956476	-4.771983	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Johnstone	55.837324	-4.513915	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Largs	55.793335	-4.486278	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Paisley	55.847258	-4.440114	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Abernethy	56.332014	-3.313714	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Auchterarder	56.300621	-3.700041	Moses Roper	Roper	 18 June 1846		“Mr Pringle’s Church, possibly Relief, evening”	yellow
Auchtergaven	56.499888	-3.520863	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Balbiggie	56.44893	-3.344735	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Colorie	54.693197	-6.668599	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Cupar	56.547918	-3.265548	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Crieff	56.37655	-3.841994	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Dunning	56.312704	-3.584365	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Errol	56.391946	-3.212728	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Kinclaven	56.529874	-3.372549	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Leslie	56.200481	-3.214391	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Lethendy	56.443889	-3.413153	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
